Time,Mean,Mean+SD,Mean-SD,SD
1,0.003429,0.003429,0.003429,0.000000
2,0.003429,0.003429,0.003429,0.000000
3,0.003429,0.003429,0.003429,0.000000
4,0.003429,0.003429,0.003429,0.000000
5,0.003429,0.003429,0.003429,0.000000
6,0.003429,0.003429,0.003429,0.000000
7,0.003429,0.003429,0.003429,0.000000
8,0.003429,0.003429,0.003429,0.000000
9,0.003429,0.003429,0.003429,0.000000
10,0.003429,0.003429,0.003429,0.000000
11,0.003429,0.003429,0.003429,0.000000
12,0.003429,0.003429,0.003429,0.000000
13,0.003429,0.003429,0.003429,0.000000
14,0.003429,0.003429,0.003429,0.000000
15,0.003429,0.003429,0.003429,0.000000
16,0.003429,0.003429,0.003429,0.000000
17,0.003429,0.003429,0.003429,0.000000
18,0.003429,0.003429,0.003429,0.000000
19,0.003429,0.003429,0.003429,0.000000
20,0.003430,0.003430,0.003430,0.000000
21,0.003430,0.003430,0.003430,0.000000
22,0.003431,0.003431,0.003431,0.000000
23,0.003431,0.003431,0.003431,0.000000
24,0.003431,0.003431,0.003431,0.000000
25,0.003431,0.003431,0.003431,0.000000
26,0.003432,0.003432,0.003432,0.000000
27,0.003432,0.003432,0.003432,0.000000
28,0.003433,0.003433,0.003433,0.000000
29,0.003433,0.003433,0.003433,0.000000
30,0.003434,0.003434,0.003434,0.000000
31,0.003434,0.003434,0.003434,0.000000
32,0.003435,0.003435,0.003435,0.000000
33,0.003435,0.003435,0.003435,0.000000
34,0.003435,0.003435,0.003435,0.000000
35,0.003435,0.003435,0.003435,0.000000
36,0.003435,0.003435,0.003435,0.000000
37,0.003436,0.003436,0.003436,0.000000
38,0.003436,0.003436,0.003436,0.000000
39,0.003437,0.003437,0.003437,0.000000
40,0.003437,0.003437,0.003437,0.000000
41,0.003437,0.003437,0.003437,0.000000
42,0.003438,0.003438,0.003438,0.000000
43,0.003437,0.003437,0.003437,0.000000
44,0.003438,0.003438,0.003438,0.000000
45,0.003438,0.003438,0.003438,0.000000
46,0.003438,0.003438,0.003438,0.000000
47,0.003438,0.003438,0.003438,0.000000
