Time,Mean,Mean+SD,Mean-SD,SD
1,0.002571,0.002571,0.002571,0.000000
2,0.002571,0.002571,0.002571,0.000000
3,0.002571,0.002571,0.002571,0.000000
4,0.002571,0.002571,0.002571,0.000000
5,0.002571,0.002571,0.002571,0.000000
6,0.002571,0.002571,0.002571,0.000000
7,0.002571,0.002571,0.002571,0.000000
8,0.002571,0.002571,0.002571,0.000000
9,0.002571,0.002571,0.002571,0.000000
10,0.002571,0.002571,0.002571,0.000000
11,0.002573,0.002573,0.002573,0.000000
12,0.002573,0.002573,0.002573,0.000000
13,0.002573,0.002573,0.002573,0.000000
14,0.002575,0.002575,0.002575,0.000000
15,0.002576,0.002576,0.002576,0.000000
16,0.002576,0.002576,0.002576,0.000000
17,0.002578,0.002578,0.002578,0.000000
18,0.002579,0.002579,0.002579,0.000000
19,0.002581,0.002581,0.002581,0.000000
20,0.002582,0.002582,0.002582,0.000000
21,0.002584,0.002584,0.002584,0.000000
22,0.002585,0.002585,0.002585,0.000000
23,0.002587,0.002587,0.002587,0.000000
24,0.002589,0.002589,0.002589,0.000000
25,0.002591,0.002591,0.002591,0.000000
26,0.002593,0.002593,0.002593,0.000000
27,0.002595,0.002595,0.002595,0.000000
28,0.002597,0.002597,0.002597,0.000000
29,0.002599,0.002599,0.002599,0.000000
30,0.002601,0.002601,0.002601,0.000000
31,0.002603,0.002603,0.002603,0.000000
32,0.002605,0.002605,0.002605,0.000000
33,0.002607,0.002607,0.002607,0.000000
34,0.002609,0.002609,0.002609,0.000000
35,0.002611,0.002611,0.002611,0.000000
36,0.002613,0.002613,0.002613,0.000000
37,0.002615,0.002615,0.002615,0.000000
38,0.002617,0.002617,0.002617,0.000000
39,0.002619,0.002619,0.002619,0.000000
40,0.002621,0.002621,0.002621,0.000000
41,0.002623,0.002623,0.002623,0.000000
42,0.002625,0.002625,0.002625,0.000000
43,0.002627,0.002627,0.002627,0.000000
44,0.002629,0.002629,0.002629,0.000000
45,0.002631,0.002632,0.002631,0.000000
46,0.002634,0.002634,0.002634,0.000000
47,0.002636,0.002636,0.002636,0.000000
48,0.002638,0.002638,0.002638,0.000000
49,0.002640,0.002640,0.002640,0.000000
50,0.002642,0.002642,0.002642,0.000000
51,0.002644,0.002644,0.002644,0.000000
52,0.002646,0.002646,0.002646,0.000000
53,0.002648,0.002648,0.002648,0.000000
54,0.002651,0.002651,0.002651,0.000000
55,0.002653,0.002653,0.002653,0.000000
56,0.002655,0.002655,0.002655,0.000000
57,0.002657,0.002657,0.002657,0.000000
58,0.002659,0.002659,0.002659,0.000000
59,0.002661,0.002661,0.002661,0.000000
60,0.002664,0.002664,0.002663,0.000000
61,0.002666,0.002666,0.002666,0.000000
62,0.002668,0.002668,0.002668,0.000000
63,0.002670,0.002670,0.002670,0.000000
64,0.002672,0.002672,0.002672,0.000000
65,0.002675,0.002675,0.002675,0.000000
66,0.002677,0.002677,0.002677,0.000000
67,0.002679,0.002679,0.002679,0.000000
68,0.002681,0.002681,0.002681,0.000000
69,0.002683,0.002683,0.002683,0.000000
70,0.002686,0.002686,0.002686,0.000000
71,0.002688,0.002688,0.002688,0.000000
72,0.002690,0.002690,0.002690,0.000000
73,0.002693,0.002693,0.002693,0.000000
74,0.002695,0.002695,0.002695,0.000000
75,0.002697,0.002697,0.002697,0.000000
76,0.002699,0.002699,0.002699,0.000000
77,0.002702,0.002702,0.002702,0.000000
78,0.002704,0.002704,0.002704,0.000000
79,0.002706,0.002706,0.002706,0.000000
